Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"EXECUTIVE CLASS TRANSPORTATION, LLC","PO Box 21093, Louisville, KY, 40221",(502) 509-5884,"Related Services: 485320 - Specializing in Automobile rental with driver (except shuttle service, taxi); Luxury automobiles for hire with driver (except shuttle service, taxi); and Passenger van rental with driver (except shuttle service, taxi)",https://www.executiveclasstransport.com,"Black-Owned, Women-Owned",Active,Yes
"Edward Holmes, Inc.","815 West Market Street, Suite 304, Louisville, KY, 40202",502-992-3194,EHI is certified to provide expertise in urban and land use planning and environmental and civil engineering services.,http://www.ehiconsultants.com,Minority-Owned (general),Active,Yes
"Element Design, PLLC","366 South Broadway, Lexington, KY, 40508",502-489-4221,"Landscape architectural, planning and civil engineering services including all phases from concept development through construction administration",http://www.element-site.com,Women-Owned,Active,Yes
Elite Pro Building Services LLC,"N/A, Florence, KY, N/A",859-414-2440,"Cleaning for commercial properties – warehouses, offices, and retail spaces, and floor cleaning services",https://www.goelitepro.biz,Minority-Owned (general),Inactive,Yes
"Ellis & Associates Realtors/Appraisers, Inc.","P O Box 99278, Louisville, KY, 40269",502-267-4044,"Real Estate Appraisals - Commercial and Residential properties, Real Estate Brokers",http://www.ellisandassociates.com,Minority-Owned (general),Inactive,Yes
"Elm Street Resources, Inc.","N/A, Paintsville, KY, N/A",606-789-4036,Coal supplier/broker,,Women-Owned,No Website,Yes
"Engaging Solutions, LLC","N/A, Indianapolis, IN, N/A",317-283-8300,"Fiscal management & accountability, diversity service, community outreach & fund development",https://www.engagingsolutions.net,"Minority-Owned (general), Women-Owned",Active,No
Engineered Solutions Inc.,"1850 TAYLOR AVE STE 11, Suite #11, Louisville, KY, 40213",502-485-1515,"Engineering, Management;",http://www.esi-lou.com,Women-Owned,Active,Yes
Environs Inc.,"N/A, Louisville, KY, N/A",502-243-1091,Landscape planning & design,https://www.environsinc.com,Women-Owned,Active,Yes
"Evelez, LLC","N/A, Louisville, KY, N/A",502-644-2075,"Office administration, data entry, business consulting & staffing, Truck leasing services, Spanish-English interpretation and translation services",,"Minority-Owned (general), Women-Owned",No Website,Yes
"Executive Residential Elevator, LLC dba Executive Elevator Co.","N/A, Louisville, KY, N/A",502-636-1993,"Elevator service, repair, installations and modernizations",https://www.exelevator.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"Expedited Transportation Services, Inc.","N/A, Stone Mountain, GA, N/A",770-413-1700,Third party logistics firm handling all aspects of domestic & international transportation of freight,https://www.ets-atlanta.com,Women-Owned,Active,No
"Experts in Growth Leadership Consulting, LLC dba EiGL Consulting, LLC","N/A, Louisville, KY, N/A",502-419-2433,"Consulting, coaching, training, motivational speaker",https://eiglconsulting.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"F8TH CONSTRUCTION COMPANY, LLC",3314 Lewisburg Hwy (P),Office: (931) 227-4197 Cell: (931) 637-0838,Related Services: 237310 - Specializing in guardrail installation,https://N/A,Women-Owned,Inactive,Yes
"FACILITY MAINTENANCE & SERVICES GROUP, LLC","2121 Richmond Road, Suite 227, Lexington, KY, 40502",(859) 554-6584 or (859) 333-1610 Fax: (859) 201-1359,"Related Services: 238320 - Specializing in Electrostatic painting, on-site, contractors, House painting, Paint and wallpaper stripping, Painting (except roof) contractors, Painting and wallpapering, Paperhanging and removal contractors, Paperhanging or removal contractors, Wall covering or removal c",https://www.facilitymsg.com,Black-Owned,Active,Yes
"FAIRPOINTE PLANNING, LLC","73 White Bridge Road, Suite 103-235, Nashville, TN, 37205",(615) 657-9685 or (615) 243-6590,"Related Services: 541611 - Specializing in Administrative management consulting services; Business management consulting services; General management consulting services; and Strategic planning consulting services

Prequalified Consultant: transit management, transit technical studies, conceptual tr",https://www.fairpointeplanning.com,"Black-Owned, Women-Owned",Active,No
"FAMILY, AGAIN LIMITED LIABILITY COMPANY","223 SHAWNEE DR, LOUISVILLE, KY, 40212",502-776-8000,Career and vocational counseling services (except rehabilitative),,Minority-Owned (general),No Website,Yes
"FCC CONSULTING SERVICES, LLC","39 Birmingham Drive, Columbus, NJ, 8022",(844) 322-5521 ext. 701,"Related Services: 541512 - Specializing in computer hardware and software consulting services or consultants; computer systems integration analysis and design services; information management computer systems integration design services; network systems integration design services, computer; systems",https://www.fccconsultingservices.com,Black-Owned,Active,No
"FEASIBILITY RESEARCH GROUP OHIO, LLC","13940 Cedar Road, Suite 196, University Heights, OH, 44118",(216) 920-7573 or (216) 470-5426,Related Services: 531320 - Offices of real estate appraisers,https://www.frg-consultants.com,Black-Owned,Active,No
"FELTUS HAWKINS DESIGN, LLC d/b/a FH DESIGN, LLC","1207 A McGavock Street, Nashville, TN, 37203",(615) 244-4328 or (615) 320-8258,Related Services: 541310 – Architectural Services; and 541410 – Interior Design Services,https://www.fhdesign.com,Women-Owned,Active,No
"FERGUSON LEARNING COMPANY, LC","178 Owl Overlook, Burlington, KY, 41005",(859) 512-8417 or (859) 912-5117,Related Services: 541611 - Specializing in Administrative management consulting services; Business Management consulting services; General management consulting services; Reorganizational consulting services; and Strategic planning consulting services; 541612 - Specializing in Employee assessment co,https://www.fergusonlearning.com,Women-Owned,Active,Yes
"FERGUSON LEARNING COMPANY, LC","178 OWL OVERLOOK, BURLINGTON, KY, 41005",859-912-5117,Employee assessment consulting services; Human Resources Consulting Services; Other Management Consulting Services; Professional and Management Development Training ; Administration of Education Programs,http://fergusonlearning.com,Women-Owned,Active,Yes
"FIELDTRIP, LLC","642 S. 4th Street, Suite 400, Louisville, KY, 40202",(502) 882-9011 or (502) 905-0059,"Related Services: 541430 - Art services, commercial; Art services, graphic; Art studios, commercial; Artists, independent commercial; Artists, independent graphic; Artists, independent medical; Commercial art services; Commercial artists, independent; Commercial illustration services; Commercial ill",https://www.hellofieldtrip.com,Women-Owned,Inactive,Yes
"FIRST CHOICE COMMERCIAL SERVICES, INC.","224 Carter Avenue, Louisville, KY, 40229",(502) 964-1721 or (502) 957-1814  Fax: (502) 957-3773,"Related Services: 238990 - Specializing in focusing on cleaning building interiors during and immediately after construction and cleaning new building interiors immediately after construction; and 561720 - Specializing in interior building cleaning services, janitorial building cleaning services, cl",https://www.Firstchoiceinc.org,Women-Owned,Active,Yes
"FIRST STAR SAFETY, LLC","PO Box 157280, Cincinnati, OH, 45215",(513) 661-7827 or (513) 661-7828 or (513) 509-3644 Fax: (513) 661-7829,"Related Services: 237310 - Specializing in Airport runway line painting (e.g., striping), Highway line painting, Painting lines on highways, streets and bridges, Painting traffic lanes or parking lots, Parking lot marking and line painting, Runway, airport, line painting (e.g., striping), Sign erect",https://www.firststarsafety.com,Women-Owned,Active,No
FIRST WORLD ARCHITECTS STUDIO,"13 East 9th Street, Covington, KY, 41011",Office: (859) 431-1999 Direct: (859) 250-2884 Secondary: (859) 431-2021,"Related Services: 236116 - Specializing in Construction management, multifamily building; Cooperative apartment, construction general contractors; Low income housing, multifamily, construction general contractors; Panelized multifamily housing assembled on site by general contractors; Precut multifa",https://www.1stworldarchitectsstudio.com,Black-Owned,Active,Yes
FSS TECHNOLOGIES,"PO Box 101, Durham, NH, 3824",(502) 319-0884,Related Services: 541512 – Specializing in Computer hardware consulting services or consultants; Computer software consulting services or consultants; Computer systems integration analysis and design services; Computer systems integration design consulting services; Information management computer s,https://N/A,"Black-Owned, Women-Owned",Inactive,No
"Family Again, LLC","N/A, Louisville, KY, N/A",502-303-7556,Substance abuse and co-occurring conditions and rehabilitation/habilitation services,,Minority-Owned (general),No Website,Yes
Family Business Properties LLC,"2914 Mt. Pleasant, St. Louis, MO, 63111",314-757-2225,Procurement Management,http://www.fbpstl.com,Minority-Owned (general),Inactive,No
"Family Business Properties, LLC","N/A, St. Louis, MO, N/A",314-757-2225,"Construction project management, 1-Step product distribution, supply chain management, installation management",,Minority-Owned (general),No Website,No
Fancy Delights,"1902 South Bend Ave, South Bend, IN, 46637",574-404-8222,"We are a catering business that is specialized in comfort food and desserts. We cater a broad range of events such as, corporate, private, weddings, Graduations and so on. Buffet style, drop off and plated. We also teach ServSafe classes and offer instructor/proctor services for training and testing",http://fancy delights,Minority-Owned (general),Inactive,No
"Favour Transportations,LLC","332 Central Ave, Anderson, IN, 46012",317-627-3824,Transportation,http://favourtrans.com,Minority-Owned (general),Inactive,No
"Fetal Life, LLC","N/A, Prospect, KY, N/A",502-291-6693,"Medical device, mobile app, telehealth, and telemonitoring",https://www.fetallife.com,"Minority-Owned (general), Women-Owned",Active,Yes
"Fieldtrip, LLC","N/A, Louisville, KY, N/A",502-822-9011,"Marketing & advertising services including brand development, media buying creative, digital & related services",https://www.wearefieldtrip.com,Women-Owned,Active,Yes
"Fieldtrip, LLC","642 S. 4th Street, Suite #400, Louisville, KY, 40202",502-882-9031,"Marketing and advertising services including brand development, planning, media buying, creative design, digital and related services.",http://www.wearefieldtrip.com,Women-Owned,Active,Yes
"Fineline Graphics, Inc. dba Fineline Printing Group","N/A, Indianapolis, IN, N/A",317-872-4490,"Commercial printing, mailing, fulfillment promotional products",https://www.finelineprintinggroup.com,Minority-Owned (general),Active,No
"First Choice Commercial Services, Inc.","N/A, Louisville, KY, N/A",502-957-1810,"Commercial cleaning, Construction cleanup, Demolition, Floor care, Industrial cleaning, Interior Demolition",https://www.firstchoice.com,Women-Owned,Active,Yes
First Star Safety,"N/A, Cincinnati, OH, N/A",513-661-7827,"Construction & traffic safety supply, direct sale, rental & distributer:  Traffic control specialist, MOT plans, detours, closures, pavement markings, flagging. Aluminum traffic control signs manufacturing and sales",https://www.firststarsafety.com,Women-Owned,Active,No
"Fit Money, CPA, LLC","N/A, Louisville, KY, N/A",502-454-2755,"Taxes, accounting & bookkeeping",https://www.fitmoneycpa.com,Women-Owned,Active,Yes
"Fox Partners, LLC","N/A, Sadieville, KY, N/A",859-619-2094,"IT services; Cell Signal Booster equipment sales, services and installation",,Minority-Owned (general),No Website,Yes
Foxx Catering LLC,"9621 Seaton Brooke Lane, louisville, KY, 40291",810-407-0744,"Foxx Catering LLC is a food product manufacturer and full service catering company based in the Louisville, KY area. From the beginning, we at Foxx Catering have believed that the use of all-natural herbs and spices along with non-GMO products are what make our perfectly prepared dishes stand out. O",http://foxxcatering.com,Minority-Owned (general),Active,Yes
"Foxx Catering, LLC","N/A, Louisville, KY, N/A",810-407-0744,Food product manufacturing and full service catering,https://www.foxxcatering.com,Minority-Owned (general),Active,Yes
"Franklin Interior Systems, LLC","2109 Fountain Crest Circle, Jeffersonville, IN, 47130",812-704-7315,"Construction-Framing, Drywall, Insulation, Acoustical ceiling, Install Split Jam Doors",,Minority-Owned (general),No Website,No
"G & L FARM, LLC","PO Box 1448, Columbia, KY, 42728",(270) 250-5700 or (270) 250-1768,"Related Services: 237310 - Specializing in Grading, Highway construction, Oil field road construction, Parkway construction, Resurfacing, Road construction, Sidewalk construction, Street construction, Surfacing, and Tarring roads; 238910 - Specializing in Backhoe rental with operator, Blasting, Bull",https://N/A,Black-Owned,Inactive,Yes
